,word
2863,باٹ دِکْھلانا
2864,بَر اَفْگَن
2865,باجے
2866,باجے دار
2867,بَر اَفگَنْدَہ نقَاب
2868,بَر اَنْداز
2869,باسا
2870,باسا دینا
2871,باجے والا 
2872,باسا کَرْنا
2873,بَر اَنْداخْتَہ
2874,باسا لینا
2875,بَر اَنگیخْت
2876,باسْتاں
2877,باسْتاں نامَہ
2878,بَر اَنگیخْتَہ
2879,بَر اَنگیز
2880,باسْتانی
2881,باسْتَک
2882,بَر آر
2883,باسْتو
2884,باٹ روکْنا
2885,باٹ سارُو
2886,باٹ غَلَط کَرْنا
2887,باسَٹھ
2888,بَر آرِنْدَہ
2889,باٹ کا آٹا
2890,باسَر
2891,باٹ کا توشَہ
2892,باٹ کاٹْنا
2893,بَر آشُفْتَہ
2894,باسِط
2895,باٹ کا روڑا
2896,باسِطَہ
2897,باٹ کَٹْنا
2898,باٹ کھوٹی کَرْنا
2899,باسِق
2900,باٹ گھاٹ
2901,باسِقَہ
2902,باٹ مار
2903,باسَک
2904,بَر آمَد
2905,باٹ مارْنا
2906,باسُک
2907,باٹ مُندْھنا
2908,باسْکَٹ
2909,باٹ مُوئی
2910,بَڑھ
2911,بَر آمَد کَرنا
2912,باٹ میں پَڑْنا
2913,باسْکِٹ
2914,باٹ نِکَلْنا
2915,باٹ نِہارْنا
2916,باسْکِٹ بال
2917,بَر آمَد ہونا
2918,باٹ ہونا
2919,باسُکھ
2920,بَر آمْدَہ
2921,باسَلْٹ
2922,باٹ ہیرنا
2923,باسَلْٹِی
2924,بَر آمْدی
2925,بَر آں
2926,باٹا
2927,بَر آنا
2928,باسِلْیق
2929,جی جَنْتَر
2930,باٹْری
2931,باٹْرِیِڈیَم
2932,باٹْکا
2933,باسْمَتی
2934,باٹِلْ بِرَش
2935,باٹَم
2936,باٹْنا
2937,بَر آوَر
2938,باٹْنی
2939,بَر آوُرْد
2940,باٹی
2941,باٹی گھاٹی
2942,بَر آوُرْد کرنا
2943,جی چُرانا
2944,باٹے گھاٹے
2945,باٹْھنا
2946,باثِعَہ
2947,بَر آوُردَہ
2948,باثِق
2949,بَر آوْنا
2950,بَر آویْخَتہ
2951,باج
2952,جی چَلانا
2953,بان
2954,بَر آئِنْدہ
2955,باج خوِاہ
2956,باج دار
2957,بَر باد
2958,جی چَلْنا
2959,بَر باد جانا
2960,بَر باد دینا
2961,باج دینا
2962,بَر بِنا
2963,باج سِتاں
2964,بَر پا
2965,باج گُلزار
2966,بَر پاپوشِ قَلَنْدَر
2967,بان اَنْداز
2968,بَر پوش
2969,باج گِیر
2970,بَر پیچَہ
2971,بَر پیچا 
2972,بَر تَر
2973,بان بَٹ
2974,باج لینا
2975,بَر تَقدیِر
2976,باج مانگْنا
2977,بان بَرْدار
2978,باج وَر
2979,بان جَل گیا پَر بَل نَہ گَئے
2980,بان ْ چَرْخی
2981,بَر جا
2982,بان چَلْنا
2983,باج باج اَللہ مُحمَّد کا راج
2984,بَر جَسْتَہ
2985,بان چُھوٹْنا
2986,باج گاج
2987,بان دار
2988,بان داْغنا
2989,بَر جِلْد
2990,بان کاری
2991,بان کار
2992,بَر حَسْب
2993,بان کوش
2994,بان گِیر
2995,باجا
2996,باجا بَج گیا
2997,گاجا گَرْم ہونا
2998,گاجا ہونا
2999,بان بِٹھانا
3000,اِجْلاس
3001,بَر حَق
3002,باجْپیئی
3003,بان بَیٹْھنا
3004,بَر خاسْت
3005,بان سِیکھنا
3006,بان والے کی بان نَہ جاۓ کُتّا مُوتے ٹانگ اُٹھائے
3007,باجَرْہ
3008,باجْرا 
3009,باجُو
3010,بَر خاسْتَہ
3011,بَر خاسْتُہ خاطِر
3012,بَر خاسْتَہ دِل طَبْع طَِبِیعَت
3013,باجْرا بَرَسْنا
3014,باجَرْہ بَرَسْنا
3015,باجْرا پھوہار
3016,باجَرْہ پُھوار
3017,باجَرْہ پھوہار
3018,باجْرا پُھوار
3019,باجْرا سا بِکَھرْنا
3020,باجَرْہ سا بِکَھرْنا
3021,باجْرا کہے میں ہوں اکیلا دو موسلی سے لڑوں اکیلا جو میری تاجو کھچڑی کھائے تو ترت بولتا خوش ہو جاۓ
3022,باجَرْہ کہے میں ہوں اکیلا دو موسلی سے لڑوں اکیلا جو میری تاجو کھچڑی کھائے تو ترت بولتا خوش ہو جاۓ
3023,بَر خِلاف
3024,اَقْساط
3025,باجْرا مُرْغ
3026,باجَرْہ مُرْغ
3027,باجْری
3028,بَر خوِاسْت
3029,بَر خوِد
3030,باجْری باجْرے کی ٹَٹّی گُجْرات تالا
3031,باجَن
3032,باجَن دے بَجَنْتری سوتی پَڑی نَچھیڑ
3033,بَر خوِد غَلَط
3034,باجْنا
3035,باجْنا گاجْنا
3036,باجْنا 
3037,باجَنْتَر 
3038,باجَنْتَری
3039,باجْنا مَحَل
3040,بان
3041,باجی
3042,باں
3043,مانگی دینا
3044,بانا
3045,باجی دار
3046,باچا
3047,باچَک
3048,باچْلَنگ
3049,باچْنا
3050,نا
3051,نا ہونا
3052,باچْھ
3053,باچْھ بَرار
3054,باچْھ ڈالْنا
3055,باچْھ کَرْنا
3056,باچھا
3057,با چَھل
3058,باچْھنا
3059,باچھیں آنا
3060,باچھیں پَکْنا
3061,اِعْزاز رَکْھنا 
3062,اَعِزَّہ داری
3063,بِرْیان
3064,بُرِیَدہ
3065,مُحَصّن
3066,محسن
3067,مَحْصُور کَرْن
3068,بَرَین
3069,بَرَینی
3070,بَرِیَّہ
3071,بَرَیْہٹا
3072,بڑ
3073,بڑ بَٹَّا
3074,مانْنا
3075,بَڑ بِنَا
3076,آبْکاری چور
3077,آبْکاری دار
3078,بَڑ دُما
3079,آبْکاری گَھر
3080,آبْکاری لَگانا
3081,بَڑا چِنْڈال ہے
3082,مَحْض
3083,بَڑا سُورَ ہے
3084,مَحْضَر بَنانا
3085,بَڑا گھان مارْنا
3086,بَڑاو
3087,مَحْضَر نامَہ
3088,بُڑْ بُڑْیا
3089,بَڑْ بَڑْیا
3090,بُڑْ بُڑیڑی
3091,مَحَط
3092,مَحْظُوظ
3093,مَحْظُوظ کَرْنا
3094,بُڑْکا
3095,مَحْظُوظ ہونا
3096,بِڑْکی
3097,مَحْفِل
3098,مَحْفِل بگَڑْنا
3099,بَڑْہَنْس سَارنْگ
3100,مَحْفِل جَمانا
3101,بَڑی آئِیں
3102,بَڑی بات
3103,بَڑی بات ہوئی
3104,بَڑی بَڑائی ہوتی
3105,بَڑی بَڑی باتیں کَرْنا
3106,بَڑی بَڑی زبانیں ہونا
3107,بَڑی بُوڑھی
3108,بَڑی بَہُو
3109,بَڑی بَہُو کو بلاؤ کِھیر میں نَمَک ڈالیں
3110,بَڑی بَہو نے نکالے کار وہ ہی اُتْری پارَم پار
3111,بَڑی بِی
3112,بَڑی بِیماری
3113,بَڑی بھور
3114,بَڑی پُونچھ کا آدمی
3115,بَڑی ٹیڑھی کِھیر
3116,بَڑی چِیز
3117,بَڑی چِیز اُٹھانا
3118,بَڑی چِیز پَرْ ہاتھ رَکْھنا
3119,بَڑی چِیز کا جامَہ پَہَنْنا
3120,بَڑی چِیز ہاتھ پَرْ رَکْھنا
3121,بَڑی چیز ہے
3122,بَڑی خَیر کی
3123,بَڑی خَیر ہوئی
3124,بَڑی داکھ
3125,بَڑی دُور کی بات
3126,بَڑی دُور کی کُتّیاں بانْدھْنا
3127,بَڑی دُون کی لینا
3128,بَڑی دھاک ہونا
3129,بَڑی ڈِیوڑھی 
3130,بَڑی رات
3131,بَڑی رائی
3132,بَڑی رَقَم
3133,بَڑی روٹی
3134,بَڑی سَرْکار
3135,بَڑی شادی
3136,بَڑی شَے
3137,بَڑی عُمْر ہے
3138,بَڑی فَجَر
3139,بَڑی فَجْر
3140,بَڑی فَجَر چُولھے پَر نَظَر
3141,بَڑی کَٹائی
3142,بَڑی کَرْنا
3143,بَڑی گولی کا رُوپِیَہ
3144,بَڑی گوئی
3145,بَڑی لَڑائی
3146,بَڑی ماتا
3147,بَڑی مائِیں
3148,بِرْتِیا
3149,بَڑی مِس
3150,بَڑی مَیل
3151,مَحْفِل سَرْد پَڑْنا
3152,بَڑی ناک والا
3153,بَڑی وہ ہے
3154,بَرْتِیتَر
3155,بَڑی
3156,بُڑی
3157,بَڑے
3158,بَرْتھ
3159,بَڑے اَبّا
3160,بَڑے آدْمی نے دال کھائی تو کَہا سادَہ مِزاج ہے ، غَرِیب نے دال کھائی تو کَہا کَنْگال ہے
3161,بَڑے آئے
3162,بَڑے باپ کا بیٹا
3163,بَڑے بَرْتَن کی کُھْرچَن بھی بَہت ہے
3164,بَرْتھ ڈے
3165,بَڑے بَڑے
3166,بَڑے بڑے بَہے جائیں گَدَڑْیا پُوچھے کِتّی تھاہ
3167,مَحْفِل شادی
3168,بَڑے بَکھاو ٔ بَکھ دَھر کو چَلَت سِیْس نوائے تھوڑے بَکھاؤ بِچُّھو کو چَلَت دُم اَلْگائے
3169,بَڑے بُوڑھے
3170,بَرْتھ کَنْٹْرول
3171,بَڑے بول
3172,مَحْفِل کَرْنا
3173,بِرْتھا
3174,بَرِتھا
3175,مَحْفِل کی جان
3176,بَرَٹ
3177,بِرْٹِش
3178,بِرْٹِش امْپائِر
3179,بِرْٹِش گَوَرْنْمِنٹ
3180,بِرْٹِش گَوَرِْمنْٹ
3181,بِرْٹِش نیشَن
3182,مَحْفِل کو بانْدھ دینا
3183,بَرْٹی
3184,مَحْفِل کو سانْپ سُونْگْھنا
3185,مَحْفِل کی رَونَق
3186,مَحْفِل کی مَحْفِل
3187,مَحْفِل گَرْم کَرْنا
3188,لگانا
3189,بِرَج
3190,بِرَج باشی
3191,بِرَج باسی
3192,بِرَج بھاشا بھاکا
3193,بِرَج بھاکا
3194,بِرَج بَھگْت
3195,مَحْفِل ناز
3196,بِرَج چَنْد
3197,بِرَج راج
3198,بِرَج کِشور
3199,بِرَج موہَن
3200,بِرَج ناتھ
3201,بِرَج وال
3202,بِرِج
3203,بُرُج 
3204,بُرْج
3205,مَحْفُوظ قُوَّت
3206,مَحْفُوظ کَرانا 
3207,مَحْفُوظ کَرْنا
3208,
3209,
3210,
3211,
3212,
3213,
3214,
3215,
3216,
3217,
3218,
3219,
3220,
3221,
3222,
3223,
